address,city,state,zipcode,size,price
283 Webster St, Boston, MA,2128," 6 beds / 3 baths / 2,820 sqft ","$849,000 "
113 Sumner St UNIT 24, Boston, MA,2128," 7 beds / 3 baths / 3,600 sqft ","$7,900,900 "
610 Bennington St # 2, Boston, MA,2128," 3 beds / 1 bath / 1,000 sqft ","$900,900 "
207-209 Marion St, BOSTON, MA,2128," 4 beds / 1 bath / 1,450 sqft ","$499,000 "
156 Porter St APT 142, Boston, MA,2128," 6 beds / 3.5 baths / 3,449 sqft ","$399,000 "
167 Leyden St UNIT 1, Boston, MA,2128," 8 beds / 3 baths / 3,329 sqft ","$355,000 "
Boylston St, Boston, MA,2199," 11 beds / 3 baths / 3,885 sqft ","5,250/mo"
800 Boylston St, Boston, MA,2199," 6 beds / 3 baths / 3,303 sqft ","299,000"
117 Huntington Ave # 100B, Boston, MA,2199," 6 beds / 3 baths / 2,288 sqft ","6,00/mo"
Boylston St, Boston, MA,2199," 3 beds / 1 bath / 1,250 sqft ","9,500/mo"
Boylston St, Boston, MA,2199," 4 beds / 2 baths / 1,900 sqft ","6,530/mo"
776 Boylston St # E9, Boston, MA,2199," 2 beds / 1 bath / 1,200 sqft ","2,500/mo"
100 Belvidere St APT 5E, Boston, MA,2199," 3 beds / 1 bath / 1,100 sqft ","$349,000 "
Boylston St, Boston, MA,2199," 3 beds / 3 baths / 1,900 sqft ","240,000"
49 Melcher St UNIT 407, Boston, MA,2210," 2 beds / 2 baths / 1,275 sqft ","425,000"
21 Wormwood St UNIT 212, Boston, MA,2210,"5 beds / 2 baths / 1,800 sqft","$369,000 "
500 Atlantic Ave UNIT 18M, Boston, MA,2210,"2 beds / 1 bath / 99,999 sqft","$220,000 "
21 Wormwood St UNIT 411, Boston, MA,2210,"2 beds / 2.5 baths / 1,242 sqft","$575,000 "
500 Atlantic Ave UNIT 14A, Boston, MA,2210,"4 beds / 2 baths / 1,800 sqft","$2,490,000 "
21 Wormwood St UNIT 303, Boston, MA,2210,"9 beds / 3 baths / 3,046 sqft","$999,000 "
Melcher St, Boston, MA,2210,"3 beds / 3 baths / 2,180 sqft","2,400/mo"
33 Sleeper St APT 205, Boston, MA,2210,"5 beds / 3 baths / 3,482 sqft","$1,100,000 "
3 Park Ln # 45G, Boston, MA,2210,"5 beds / 2 baths / 2,236 sqft","350,000"
Atlantic Ave, Boston, MA,2210,"4 beds / 3 baths / 2,604 sqft","549,000"
Atlantic Ave, Boston, MA,2210,"5 beds / 1.1 baths / 1,714 sqft","4,900/mo"
Atlantic Ave, Boston, MA,2210,"3 beds / 1 bath / 1,414 sqft","7,400/mo"
346-354 Congress St # 215, Boston, MA,2210,"4 beds / 3 baths / 2,340 sqft","$1,150,000 "
Seaport Ln, Boston, MA,2210,"4 beds / 2 baths / 1,380 sqft","2,494/mo"
25 Channel Ctr St PH 201, Boston, MA,2210,"3 beds / 1 bath / 1,170 sqft","5,000/mo"
63 Melcher St APT 201, Boston, MA,2210,"6 beds / 2 baths / 4,054 sqft","$2,114,000 "
A St, Boston, MA,2210,"3 beds / 2.5 baths / 1,100 sqft","2,390/mo"
Seawall St, Boston, MA,2212,"4 beds / 1.5 baths / 1,200 sqft","3,200/mo"
44 Alleghany St # 1F, Boston, MA,2120,"2 beds / 1 bath / 1,636 sqft","369,000"
993 Tremont St APT 3, Roxbury Crossing, MA,2120,"12 beds / 3 baths / 3,816 sqft","$841,000 "
154 Fisher Ave UNIT A, Roxbury Crossing, MA,2120,"3 beds / 1 bath / 2,047 sqft","$315,000 "
Calumet St, Roxbury Crossing, MA,2120,"2 beds / 1 bath / 1,131 sqft","250,000"
Sewall St, Boston, MA,2120,"9 beds / 3 baths / 4,293 sqft","6,000/mo"
Parker Hill Ave, Roxbury Crossing, MA,2120,"5 beds / 2 baths / 3,078 sqft","1,000"
Hillside St, Roxbury Crossing, MA,2120,"2 beds / 2 baths / 1,010 sqft","1,000"
Hillside St, Roxbury Crossing, MA,2120,"2 beds / 2 baths / 1,055 sqft","695,000"
43 Elmont St, Dorchester, MA,2121,"4 beds / 1 bath / 1,250 sqft","989,000"
42-44 Hutchings St UNIT 1, BOSTON, MA,2121,"2 beds / 1 bath / 1,063 sqft","$149,000 "
63 Oldfields Rd, Dorchester, MA,2121,"4 beds / 2 baths / 3,888 sqft","$385,000 "
5-7 Weldon St, Dorchester, MA,2121,"2 beds / 1 bath / 1,000 sqft","$359,000 "
126 Greenwood St, Dorchester, MA,2121,"2 beds / 1 bath / 99,999 sqft","$459,000 "
120 Greenwood St, Dorchester, MA,2121,"4 beds / 1.5 baths / 1,890 sqft","$519,000 "
23 Gaston St, Dorchester, MA,2121,"2 beds / 2 baths / 1,140 sqft","$375,000 "
Fowler St, Dorchester, MA,2121,"2 beds / 2 baths / 1,000 sqft","1,400/mo"
Ruthven St, Dorchester, MA,2121,"5 beds / 3 baths / 2,040 sqft","659,000"
45 Bullard St, Dorchester, MA,2121,"3 beds / 3 baths / 1,964 sqft","$429,000 "
39 Howland St # 1, Dorchester, MA,2121,"3 beds / 2.5 baths / 2,000 sqft","1,700/mo"
24 Holborn St # 1A, Dorchester, MA,2121,"3 beds / 3 baths / 3,295 sqft","869,000"
44 Quincy St APT 1, Dorchester, MA,2121,"2 beds / 2 baths / 1,000 sqft","1,700/mo"
30 Wolcott St, Dorchester, MA,2121,"2 beds / 2 baths / 1,026 sqft","$549,000 "
Elm Hill Ave, Boston, MA,2121,"3 beds / 1.5 baths / 1,710 sqft","1,750/mo"
Howland St, Boston, MA,2121,"2 beds / 2 baths / 1,060 sqft","489,000"
63 Oldfields Rd, Boston, MA,2121,"2 beds / 2 baths / 1,152 sqft",385m000
Homestead St, Dorchester, MA,2121,"2 beds / 2 baths / 1,152 sqft",
10 Intervale St, Dorchester, MA,2121,"3 beds / 1 bath / 1,100 sqft",529m000
79 Ellington St # 3, Boston, MA,2121,"2 beds / 1 bath / 1,050 sqft","1,800/mo"
Elm Hill Ave, Dorchester, MA,2121,"5 beds / 3 baths / 2,819 sqft",
122 Homestead St # 1, Boston, MA,2121,"5 beds / 3 baths / 2,600 sqft","2,000/mo"
70 Brookledge St, Dorchester, MA,2121,"1 bed / 1 bath / 1,212 sqft","$599,000 "
207 Quincy St, Dorchester, MA,2121,"3 beds / 2 baths / 2,434 sqft","$449,000 "
79 Topliff St, Dorchester, MA,2122,"2 beds / 1 bath / 2,348 sqft","$509,000 "
29 Chelmsford St UNIT 2, Dorchester, MA,2122,"3 beds / 1 bath / 3,397 sqft","318,000"
27 Mount Ida Rd, Dorchester, MA,2122,"3 beds / 1 bath / 3,700 sqft","$479,000 "
15-17 Woodfield St, BOSTON, MA,2122,"Studio, 1 bath / 416 sqft","$735,000 "
33 King St UNIT 2, Dorchester, MA,2122,"4 beds / 2 baths / 2,200 sqft","599,000"
Draper St, Dorchester, MA,2122,"2 beds / 2.5 baths / 2,000 sqft","249,000"
15 Mount Ida Rd # 3, Boston, MA,2122,"3 beds / 2.5 baths / 2,654 sqft","1,800/mo"
10 Tolman St # 3, Dorchester, MA,2122,"2 beds / 2 baths / 1,400 sqft","499,000"
20 Mckone St # 1, Dorchester, MA,2122,"2 beds / 2 baths / 1,256 sqft","539,000"
82 Homes Ave # 2, Dorchester, MA,2122,"2 beds / 2.5 baths / 1,700 sqft","539,000"
Mill St, Dorchester, MA,2122,"3 beds / 3 baths / 1,928 sqft","350,000"
Victory Rd, Boston, MA,2122,"3 beds / 2.5 baths / 2,420 sqft","3,000/mo"
0 Queen St # 1, Boston, MA,2122,"1 bed / 1 bath / 1,107 sqft","2,000/mo"
135 Draper St # 1, Dorchester, MA,2122,"2 beds / 2.5 baths / 1,483 sqft","439,000"
68 Percival St # 3, Boston, MA,2122,"1 bed / 1 bath / 1,025 sqft","1,650/mo"
38 Dix St UNIT 1, Dorchester, MA,2122,"2 beds / 2 baths / 1,580 sqft","$500,000 "
37 Daly St # 1, Boston, MA,2122,"2 beds / 2 baths / 1,690 sqft",
45 Coffey St # 4, Boston, MA,2122,"1 bed / 1 bath / 1,605 sqft","$469,000 "
Boutwell St, Boston, MA,2122,"2 beds / 2 baths / 1,080 sqft","749,000"
40-12 Victory Rd # 2, Boston, MA,2122,"1 bed / 2 baths / 1,770 sqft","2,950/mo"
27 Flavia St # 2, Boston, MA,2122,"2 beds / 2 baths / 1,382 sqft","1,650/mo"
135 Neponset Ave APT 46, Dorchester, MA,2122,"Studio, 1 bath / 650 sqft","$9,700 "
Neponset Ave, Boston, MA,2122,"2 beds / 2 baths / 1,651 sqft",
183-185A Massachusetts Ave UNIT 402, BOSTON, MA,2115,"1 bed / 1 bath / 1,033 sqft","2,000"
56 Van Winkle St UNIT 56, Dorchester Center, MA,2124,"4 beds / 1 bath / 1,308 sqft","$299,000 "
113 Evans St, Dorchester Center, MA,2124,"1 bed / 1 bath / 1,036 sqft","$279,900 "
16 Elwyn Rd, Dorchester Center, MA,2124,"2 beds / 2 baths / 1,302 sqft","$519,000 "
22 Branchfield St APT D4, Dorchester Center, MA,2124,"4 beds / 2.5 baths / 2,429 sqft","$200,900 "
60 Senator Bolling Cir, Boston, MA,2124,"3 beds / 3.5 baths / 3,625 sqft","$449,000 "
8 Silloway St, Dorchester Center, MA,2124,"Studio, 1 bath / 500 sqft","$559,000 "
174-176 Wilmington Ave, BOSTON, MA,2124,"Studio, 148 sqft","$412,000 "
9 Standish St, Dorchester Center, MA,2124,"4 beds / 2 baths / 1,956 sqft","$327,000 "
22-24 Hannon St, BOSTON, MA,2124,"3 beds / 2 baths / 1,152 sqft","$539,000 "
41 Burt St, Dorchester Center, MA,2124,"2 beds / 2 baths / 1,000 sqft","$300,000 "
36 Msgr Patrick J Lydon Way UNIT 3, Dorchester Center, MA,2124,"5 beds / 3 baths / 3,296 sqft","379,000"
11 Gaylord St UNIT 3, Dorchester Center, MA,2124,"5 beds / 3 baths / 2,540 sqft","$1,149,000 "
14 Snowden Way, Boston, MA,2124,"3 beds / 2.5 baths / 2,574 sqft","$489,000 "
13 Torrey St, Boston, MA,2124,"4 beds / 2 baths / 2,958 sqft","$287,000 "
Bernard St, Boston, MA,2124,"4 beds / 2.5 baths / 1,514 sqft",
113 Lonsdale St # 1, Dorchester Center, MA,2124,"4 beds / 3 baths / 18,338 sqft","$269,000 "
52 Mascot St APT 5, Dorchester, MA,2124,"3 beds / 1.5 baths / 1,278 sqft",
27 Floyd St, Dorchester Center, MA,2124,"3 beds / 2.5 baths / 1,832 sqft","$437,000 "
Argyle St, Boston, MA,2124,"4 beds / 2 baths / 2,022 sqft","3,000/mo"
Angell St, Dorchester, MA,2124,"5 beds / 4 baths / 1,061 sqft",
15 Wainwright St # 2, Boston, MA,2124,"5 beds / 4 baths / 5,042 sqft","1,800/mo"
9 Bailey St # 1, Dorchester Center, MA,2124,"7 beds / 7.5 baths / 6,664 sqft","2,400/mo"
102 Msgr Patrick J Lydon Way, Dorchester Center, MA,2124,"5 beds / 3 baths / 3,504 sqft","1,350/mo"
49 Lenoxdale Ave UNIT 1, Dorchester Center, MA,2124,"3 beds / 3 baths / 1,416 sqft","949,000"
36 Sudan St # 1F, Dorchester, MA,2125,"6 beds / 9 baths / 12,000 sqft","1,000"
29 Glendale St, Dorchester, MA,2125,"4 beds / 6.5 baths / 5,978 sqft","$599,000 "
13 Hamilton St, Dorchester, MA,2125,"4 beds / 4.5 baths / 3,481 sqft","$329,000 "
26 Elder St UNIT 3, Dorchester, MA,2125,"4 beds / 4.5 baths / 2,417 sqft","1,600/mo"
40 Wayland St, Dorchester, MA,2125,"4 beds / 4 baths / 2,915 sqft","$509,000 "
Howard Ave, Boston, MA,2125,"5 beds / 4 baths / 4,197 sqft","525,000"
Thornley St, Boston, MA,2125,"6 beds / 3 baths / 3,300 sqft","3,200/mo"
Mount Vernon St, Boston, MA,2125,"3 beds / 1 bath / 10,171 sqft","2,000"
Mount Vernon St, Boston, MA,2125,"3 beds / 1 bath / 1,332 sqft","389,000"
Mount Vernon St, Boston, MA,2125,"3 beds / 2 baths / 1,168 sqft",
E Cottage St, Dorchester, MA,2125,"3 beds / 1.5 baths / 1,411 sqft",
19 Dewolf St # 2, Boston, MA,2125,"3 beds / 1 bath / 1,076 sqft",
400 Savin Hill Ave APT 9, Dorchester, MA,2125,"4 beds / 2 baths / 2,102 sqft","434,000"
253 E Cottage St UNIT 1, Dorchester, MA,2125,"3 beds / 2 baths / 1,321 sqft",
157 E Cottage St, Dorchester, MA,2125,"1 bed / 1 bath / 1,348 sqft","729,000"
Bayside St, Boston, MA,2125,"4 beds / 2 baths / 1,312 sqft","625,000"
Mount Vernon St, Dorchester, MA,2125,"3 beds / 2.5 baths / 1,147 sqft","499,000"
57 Bakersfield St # 3, Dorchester, MA,2125,"4 beds / 2.5 baths / 1,032 sqft","599,000"
608 Dorchester Ave # S, Boston, MA,2127,"3 beds / 1.5 baths / 1,426 sqft","629,000"
287 Dorchester St APT 1A, Boston, MA,2127,"2 beds / 1 bath / 2,024 sqft","450,000"
42 Vinton St # 3, Boston, MA,2127,"4 beds / 2 baths / 1,745 sqft","950,000"
15 Telegraph St, Boston, MA,2127,"3 beds / 3 baths / 1,696 sqft","530,000"
125 B St UNIT 2D, South Boston, MA,2127,"4 beds / 2 baths / 1,152 sqft","1,000"
137 P St UNIT 2, South Boston, MA,2127,"3 beds / 3 baths / 2,222 sqft","799,000"
199 W 8th St, South Boston, MA,2127,"5 beds / 5 baths / 2,900 sqft",
123 Dresser St # 123, Boston, MA,2127,"3 beds / 2 baths / 2,000 sqft","328,000"
123 Dresser St, Boston, MA,2127,"3 beds / 2 baths / 1,858 sqft","97,000"
407 W 1st St # 401, Boston, MA,2127,"3 beds / 2 baths / 1,440 sqft","1,000"
681-681R E 5th St # 2, Boston, MA,2127,"3 beds / 2 baths / 1,296 sqft","2,000"
49 L St # 2, Boston, MA,2127,"3 beds / 1 bath / 1,460 sqft","1,000"
1-3 Springer St, Boston, MA,2127,"4 beds / 1 bath / 2,230 sqft","7,000"
709-709A E Broad Way # 2, Boston, MA,2127,"4 beds / 2 baths / 2,067 sqft","595,000"
21 Sanger St UNIT 3, South Boston, MA,2127,"3 beds / 2 baths / 1,214 sqft","2,000"
697 E 8th St, Boston, MA,2127,"4 beds / 1.5 baths / 1,868 sqft","175,000"
697 E 8th St UNIT 2, South Boston, MA,2127,"4 beds / 4.5 baths / 3,135 sqft","1,000"
111 W 8th St APT M, South Boston, MA,2127,"3 beds / 3 baths / 1,468 sqft",
Boston St, Boston, MA,2127,"6 beds / 3 baths / 2,480 sqft","1,000"
4 Webb Park # U2, South Boston, MA,2127,"3 beds / 2 baths / 1,352 sqft","200,000"
641-643 E 7th UNIT 1, South Boston, MA,2127,"3 beds / 2 baths / 1,740 sqft","998,000"
1 Prescott St APT 201, Boston, MA,2128,"6 beds / 3 baths / 2,342 sqft",
350 Bremen St # 104, Boston, MA,2128,"3 beds / 2 baths / 1,264 sqft","454,000"
282 Maverick St # U:2, Boston, MA,2128,"5 beds / 2.5 baths / 2,398 sqft","599,000"
283 Webster St, Boston, MA,2128,"6 beds / 3 baths / 2,328 sqft","274,000"
113 Sumner St UNIT 24, Boston, MA,2128,"2 beds / 1 bath / 1,300 sqft","295,000"
610 Bennington St # 2, Boston, MA,2128,"3 beds / 2.5 baths / 1,736 sqft","299,000"
207-209 Marion St, BOSTON, MA,2128,"3 beds / 2.5 baths / 1,458 sqft","728,000"
156 Porter St APT 142, Boston, MA,2128,"4 beds / 2 baths / 1,970 sqft","549,000"
167 Leyden St UNIT 1, Boston, MA,2128,"4 beds / 3 baths / 1,048 sqft","699,000"
Byron St, Boston, MA,2128,"4 beds / 3 baths / 1,826 sqft","429,000"
377 Maverick St, Boston, MA,2128,"3 beds / 1.5 baths / 1,664 sqft","310,000"
10 Homer St # 4F, Boston, MA,2128,"3 beds / 2 baths / 1,885 sqft",
215 Saratoga St, Boston, MA,2128,"3 beds / 2 baths / 3,000 sqft","729,000"
Trenton St, Boston, MA,2128,"4 beds / 4 baths / 3,040 sqft","625,000"
141 Cottage St, Boston, MA,2128,"2 beds / 2 baths / 1,174 sqft","499,000"
72 Bennington St APT 4, Boston, MA,2128,"3 beds / 2 baths / 1,748 sqft","599,000"
10 Frankfort St, Boston, MA,2128,"3 beds / 2 baths / 1,382 sqft","629,000"
100 Brooks St, Boston, MA,2128,"2 beds / 1 bath / 1,800 sqft","450,000"
Bennington St, Boston, MA,2128,"2 beds / 1,436 sqft","950,000"
Maverick St, Boston, MA,2128,"2 beds / 1 bath / 2,649 sqft","310,000"
Eutaw St, Boston, MA,2128,"6 beds / 6 baths / 3,360 sqft",
Maverick St, Boston, MA,2128,"5 beds / 2 baths / 1,024 sqft","729,000"
776 Boylston St UNIT E10F, Boston, MA,2199,"4 beds / 4 baths / 1,571 sqft","625,000"
100 Belvidere St APT 4G, Boston, MA,2199,"5 beds / 3 baths / 2,900 sqft","499,000"
123 Huntington Ave, Boston, MA,2199,"3 beds / 1 bath / 1,128 sqft","599,000"
Boylston St, Boston, MA,2199,"4 beds / 2 baths / 2,160 sqft","629,000"
Boylston St, Boston, MA,2199,"3 beds / 1 bath / 1,152 sqft","450,000"
800 Boylston St, Boston, MA,2199,"5 beds / 3 baths / 1,728 sqft","950,000"
117 Huntington Ave # 100B, Boston, MA,2199,"5 beds / 3 baths / 1,580 sqft","699,000"
Boylston St, Boston, MA,2199,"3 beds / 1.5 baths / 1,250 sqft","429,000"
Boylston St, Boston, MA,2199,"4 beds / 3 baths / 2,664 sqft","310,000"
776 Boylston St # E9, Boston, MA,2199,"3 beds / 2.5 baths / 1,850 sqft",
100 Belvidere St APT 5E, Boston, MA,2199,"4 beds / 4 baths / 1,486 sqft","729,000"
Boylston St, Boston, MA,2199,"6 beds / 4 baths / 3,020 sqft","625,000"
49 Melcher St UNIT 407, Boston, MA,2210,"6 beds / 4 baths / 2,356 sqft","499,000"
21 Wormwood St UNIT 212, Boston, MA,2210,"4 beds / 3.5 baths / 4,670 sqft","599,000"
500 Atlantic Ave UNIT 18M, Boston, MA,2210,"2 beds / 2 baths / 1,211 sqft","629,000"
21 Wormwood St UNIT 411, Boston, MA,2210,"2 beds / 2 baths / 1,695 sqft","450,000"
500 Atlantic Ave UNIT 14A, Boston, MA,2210,"3 beds / 3 baths / 3,302 sqft","950,000"
21 Wormwood St UNIT 303, Boston, MA,2210,"2 beds / 1 bath / 2,432 sqft","728,000"
Melcher St, Boston, MA,2210,"3 beds / 3 baths / 1,805 sqft","549,000"
33 Sleeper St APT 205, Boston, MA,2210,"2 beds / 2.5 baths / 1,919 sqft","699,000"
3 Park Ln # 45G, Boston, MA,2210,"4 beds / 3 baths / 3,392 sqft","429,000"
Atlantic Ave, Boston, MA,2210,"3 beds / 2.5 baths / 3,972 sqft","310,000"
Atlantic Ave, Boston, MA,2210,"1 bed / 2 baths / 1,057 sqft",
Atlantic Ave, Boston, MA,2210,"2 beds / 1 bath / 1,255 sqft","729,000"
346-354 Congress St # 215, Boston, MA,2210,"2 beds / 2 baths / 1,450 sqft","625,000"
Seaport Ln, Boston, MA,2210,"4 beds / 2 baths / 1,752 sqft","499,000"
25 Channel Ctr St PH 201, Boston, MA,2210,"4 beds / 2 baths / 2,068 sqft","599,000"
63 Melcher St APT 201, Boston, MA,2210,"2 beds / 2 baths / 1,211 sqft","629,000"
A St, Boston, MA,2210,"2 beds / 2 baths / 1,533 sqft","450,000"
Seawall St, Boston, MA,2212,"3 beds / 2 baths / 1,770 sqft","950,000"
4 Charlesgate E APT 303, Boston, MA,2215,"6 beds / 4 baths / 2,356 sqft","279,000"
Peterborough St, Boston, MA,2215,"4 beds / 3.5 baths / 4,670 sqft","299,000"
19 Bay State Rd APT 1, Boston, MA,2215,"2 beds / 2 baths / 1,211 sqft",
419 Commonwealth Ave APT 3, Boston, MA,2215,"2 beds / 2 baths / 1,695 sqft","379,000"
409 Commonwealth Ave UNIT F, Boston, MA,2215,"3 beds / 3 baths / 3,302 sqft",
Park Dr, Boston, MA,2215,"2 beds / 1 bath / 2,432 sqft","325,000"
Boylston St, Boston, MA,2215,"3 beds / 3 baths / 1,805 sqft","395,000"
120 Riverway APT 16, Boston, MA,2215,"2 beds / 2.5 baths / 1,919 sqft","239,000"
Jersey St, Boston, MA,2215,"4 beds / 3 baths / 3,392 sqft","324,000"
Jersey St, Boston, MA,2215,"3 beds / 2.5 baths / 3,972 sqft","349,000"
Charlesgate W, Boston, MA,2215,"2 beds / 1 bath / 1,255 sqft","279,000"
Park Dr, Boston, MA,2215,"1 bed / 2 baths / 1,057 sqft","399,000"
96 W Allendale Ave # 4, Allendale, NJ,7401,"2 beds / 2 baths / 1,450 sqft","529,000"
21 Waibel Dr, Allendale, NJ,7401,"4 beds / 2 baths / 1,752 sqft","575,000"
2 Wehner Pl, Allendale, NJ,7401,"4 beds / 2 baths / 2,068 sqft","449,000"
232 Orchard Park, Allendale, NJ,7401,"2 beds / 2 baths / 1,211 sqft","359,000"
232 Franklin Tpke, Allendale, NJ,7401,"2 beds / 2 baths / 1,533 sqft","489,000"
281 Park Ave, Allendale, NJ,7401,"3 beds / 2 baths / 1,770 sqft","399,000"
1803 Whitney Ln # 1803, Allendale, NJ,7401,"3 beds / 1.5 baths / 1,328 sqft","289,000"
2007 Freeman Way # 2007, Allendale, NJ,7401,"3 beds / 1 bath / 1,248 sqft","559,000"
2005 Whitney Ln # 2005, Allendale, NJ,7401,"3 beds / 1.5 baths / 1,440 sqft",
11 Rio Vista Dr, Allendale, NJ,7401,"4 beds / 3 baths / 2,455 sqft",
371 E Allendale Ave, Allendale, NJ,7401,"3 beds / 2 baths / 1,300 sqft",
12 Fairhaven Dr, Allendale, NJ,7401,"5 beds / 4.5 baths / 4,094 sqft",
12 Fairhaven Dr, Allendale, NJ,7401,"4 beds / 2.5 baths / 2,928 sqft",
27 Edgewood Rd, Allendale, NJ,7401,"4 beds / 2.5 baths / 2,905 sqft","1,000"
9 Crescent Pl, Allendale, NJ,7401,"5 beds / 6 baths / 3,231 sqft","184,000"
77 Heights Rd, Allendale, NJ,7401,"5 beds / 5.5 baths / 1,964 sqft","499,000"
66 Meeker Ave, Allendale, NJ,7401,"3 beds / 2.5 baths / 1,813 sqft","749,000"
35 Franklin Tpke, Allendale, NJ,7401,"5 beds / 4.5 baths / 3,624 sqft",
105 Heights Rd, Allendale, NJ,7401,"5 beds / 5 baths / 3,222 sqft","1,000"
176 Forest Rd, Allendale, NJ,7401,"5 beds / 5 baths / 3,750 sqft",
72 Heather Ct, Allendale, NJ,7401,"6 beds / 5.5 baths / 2,225 sqft","349,000"
130 Mallinson St, Allendale, NJ,7401,"3 beds / 3 baths / 2,142 sqft","659,000"
117 Franklin Tpke, Allendale, NJ,7401,"5 beds / 6.5 baths / 1,078 sqft","479,000"
2006 Whitney Ln # 2006, Allendale, NJ,7401,"5 beds / 4.5 baths / 4,005 sqft","1,000"
34 Timberline Dr, ALPINE, NJ,7620,"2 beds / 1 bath / 1,307 sqft","869,000"
20 Pike St, Alpine, NJ,7620,"4 beds / 2.5 baths / 4,000 sqft","788,000"
6 Cambridge Way, Alpine, NJ,7620,"3 beds / 2 baths / 2,168 sqft",
46 Berkery Pl, Alpine, NJ,7620,"2 beds / 3 baths / 1,020 sqft","349,000"
10 Marie Major Dr, ALPINE, NJ,7620,"4 beds / 3 baths / 2,720 sqft","489,000"
5 Ellens Way, ALPINE, NJ,7620,"2 beds / 3 baths / 1,028 sqft","369,000"
4 Ellens Way, ALPINE, NJ,7620,"2 beds / 2.5 baths / 1,407 sqft",
20 Audrey Urban Ct, ALPINE, NJ,7620,"4 beds / 2.5 baths / 2,239 sqft",
11 Forest St, Alpine, NJ,7620,"3 beds / 3 baths / 1,340 sqft","250,000"
44 Robin Ln, ALPINE, NJ,7620,"4 beds / 4 baths / 3,359 sqft",
Allison Rd, Alpine, NJ,7620,"5 beds / 4 baths / 2,665 sqft","1,000"
11 Forest St, ALPINE, NJ,7620,"2 beds / 2 baths / 1,170 sqft","1,000"
16 Ellens Way, ALPINE, NJ,7620,"2 beds / 2.5 baths / 1,407 sqft","695,000"
1015 Closter Dock Rd, ALPINE, NJ,7620,"4 beds / 2 baths / 1,700 sqft","989,000"
2 Schaffer Rd, Alpine, NJ,7620,"3 beds / 2 baths / 1,460 sqft","618,000"
Closter Dock Rd, ALPINE, NJ,7620,"3 beds / 1.5 baths / 1,600 sqft","1,000"
7 Hemlock Dr, Alpine, NJ,7620,"3 beds / 1.5 baths / 1,608 sqft","1,000"
114 Blauvelt Ave, Bergenfield, NJ,7621,"3 beds / 3.5 baths / 3,664 sqft","689,000"
248 E Clinton Ave, Bergenfield, NJ,7621,"1 bed / 1.5 baths / 2,828 sqft","878,000"
19 Belvin Ct, Bergenfield, NJ,7621,"4 beds / 2 baths / 1,459 sqft","1,000"
215 Pleasant Ave, Bergenfield, NJ,7621,"7 beds / 8 baths / 7,500 sqft","888,000"
41 Dick St, Bergenfield, NJ,7621,"3 beds / 2 baths / 2,051 sqft","1,000"
37 Cooper St, Bergenfield, NJ,7621,"4 beds / 5.5 baths / 5,000 sqft","1,000"
89 Ralph St, Bergenfield, NJ,7621,"5 beds / 3.5 baths / 1,333 sqft","465,000"
199 Graphic Blvd, Bergenfield, NJ,7621,"6 beds / 8 baths / 10,500 sqft","569,000"
53 S Franklin Ave, Bergenfield, NJ,7621,"3 beds / 2 baths / 2,500 sqft","2,000"
25 Morgan St, Bergenfield, NJ,7621,"2 beds / 1 bath / 4,685 sqft","859,000"
74 W Church St, Bergenfield, NJ,7621,"3 beds / 2 baths / 1,320 sqft","639,000"
75 Westside Ave, Bergenfield, NJ,7621,"6 beds / 6 baths / 11,000 sqft","649,000"
246 W Clinton Ave, Bergenfield, NJ,7621,"5 beds / 3 baths / 2,690 sqft","1,000"
42 Whitman St, Bergenfield, NJ,7621,"5 beds / 5 baths / 1,408 sqft","1,000"
53 Davis Dr, Bergenfield, NJ,7621,"5 beds / 5.5 baths / 3,500 sqft","952,000"
50 S 1st St APT 5A, Bergenfield, NJ,7621,"3 beds / 1 bath / 1,028 sqft","1,000"
22 Homestead Pl, Bergenfield, NJ,7621,"3 beds / 3 baths / 1,784 sqft","639,000"
9 S Paula Dr, Bergenfield, NJ,7621,"4 beds / 2 baths / 1,152 sqft","795,000"
44 Pleasant Ave, Bergenfield, NJ,7621,"3 beds / 2.5 baths / 2,708 sqft","1,000"
327 Merritt Ave, Bergenfield, NJ,7621,"4 beds / 2 baths / 1,480 sqft","3,000"
86 Harriet Ave, Bergenfield, NJ,7621,"3 beds / 2 baths / 1,518 sqft",
75 Lincoln Ave, Bergenfield, NJ,7621,"4 beds / 3 baths / 1,780 sqft","1,000"
26 Oak Pl, Bergenfield, NJ,7621,"3 beds / 1.5 baths / 1,636 sqft","333,000"
10 Clinton Park Dr, Bergenfield, NJ,7621,"7 beds / 5 baths / 3,216 sqft","335,000"
71 Lake St, Bergenfield, NJ,7621,"3 beds / 2.5 baths / 2,468 sqft","334,000"
102 Fairview Ave, Bogota, NJ,7603,"3 beds / 1.5 baths / 1,868 sqft","334,000"
209 Palisade Ave, Bogota, NJ,7603,"4 beds / 1.5 baths / 1,850 sqft",
58 Palisade Ave, Bogota, NJ,7603,"4 beds / 2 baths / 2,170 sqft",
15 W Shore Ave, Bogota, NJ,7603,"4 beds / 2.5 baths / 2,300 sqft",
349 Leonia Ave, Bogota, NJ,7603,"5 beds / 2 baths / 2,040 sqft",
190 Larch Ave, Bogota, NJ,7603,"4 beds / 2 baths / 1,800 sqft","337,000"
441 Larch Ave, Bogota, NJ,7603,"3 beds / 1 bath / 1,166 sqft",
307 1st Pl, Bogota, NJ,7603,"1,703 sqft",
